condition,question_id,iteration,is_correct,compile_error,execution_error,concept_sql,compiled_sql,gold_sql,latency_ms,prompt_chars
NO_DESC,CR21,2,False,,"Generated SQL error: Execution failed on sql 'SELECT district.A2, 
       COUNT(loan.loan_id) AS total_loans,
       COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END), 
       CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
FROM district
JOIN account ON account.district_id = district.district_id JOIN loan ON loan.account_id = account.account_id GROUP BY district.A2, COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END), CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
ORDER BY CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 DESC': aggregate functions are not allowed in the GROUP BY clause","SELECT district.district_name, 
       COUNT(loan.loan_id) AS total_loans,
       loan.default_count, 
       loan.default_rate
FROM district
JOIN account ON account.district_link
JOIN loan ON loan.account_link
GROUP BY district.district_name, loan.default_count, loan.default_rate
ORDER BY loan.default_rate DESC","SELECT district.A2, 
       COUNT(loan.loan_id) AS total_loans,
       COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END), 
       CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
FROM district
JOIN account ON account.district_id = district.district_id JOIN loan ON loan.account_id = account.account_id GROUP BY district.A2, COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END), CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
ORDER BY CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 DESC","SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC",1764,12351
NO_DESC,CR21,3,True,,,"SELECT district.district_name,
       COUNT(loan.loan_id) AS total_loans,
       loan.default_count,
       loan.default_rate
FROM district
JOIN account ON account.district_link
JOIN loan ON loan.account_link
GROUP BY district.district_name
ORDER BY loan.default_rate DESC","SELECT district.A2,
       COUNT(loan.loan_id) AS total_loans,
       COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END),
       CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
FROM district
JOIN account ON account.district_id = district.district_id JOIN loan ON loan.account_id = account.account_id GROUP BY district.A2
ORDER BY CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 DESC","SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC",1538,12351
NO_DESC,CR21,4,True,,,"SELECT district.district_name,
       COUNT(loan.loan_id) AS total_loans,
       loan.default_count,
       loan.default_rate
FROM district
JOIN account ON account.district_link
JOIN loan ON loan.account_link
GROUP BY district.district_name
ORDER BY loan.default_rate DESC","SELECT district.A2,
       COUNT(loan.loan_id) AS total_loans,
       COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END),
       CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
FROM district
JOIN account ON account.district_id = district.district_id JOIN loan ON loan.account_id = account.account_id GROUP BY district.A2
ORDER BY CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 DESC","SELECT district.A2 AS district_name, COUNT(loan.loan_id) AS total_loans, SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS default_count, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id GROUP BY district.A2 ORDER BY default_rate DESC",1816,12351
NO_DESC,CR32,0,False,,"Generated SQL error: Execution failed on sql 'SELECT
    IFNULL(SUM(CASE WHEN loan.date < '1996-01-01' THEN COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END) END), 0) AS default_count_before_1996,
    IFNULL(SUM(CASE WHEN loan.date >= '1996-01-01' THEN COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END) END), 0) AS default_count_after_1996,
    IFNULL(SUM(CASE WHEN loan.date < '1996-01-01' THEN COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END) END), 0) * 1.0 / NULLIF(COUNT(CASE WHEN loan.date < '1996-01-01' THEN loan.loan_id END), 0) AS default_rate_before_1996,
    IFNULL(SUM(CASE WHEN loan.date >= '1996-01-01' THEN COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END) END), 0) * 1.0 / NULLIF(COUNT(CASE WHEN loan.date >= '1996-01-01' THEN loan.loan_id END), 0) AS default_rate_after_1996
FROM loan
WHERE loan.status IN ('B', 'D')': misuse of aggregate function COUNT()","SELECT
    IFNULL(SUM(CASE WHEN loan.loan_date < '1996-01-01' THEN loan.default_count END), 0) AS default_count_before_1996,
    IFNULL(SUM(CASE WHEN loan.loan_date >= '1996-01-01' THEN loan.default_count END), 0) AS default_count_after_1996,
    IFNULL(SUM(CASE WHEN loan.loan_date < '1996-01-01' THEN loan.default_count END), 0) * 1.0 / NULLIF(COUNT(CASE WHEN loan.loan_date < '1996-01-01' THEN loan.loan_id END), 0) AS default_rate_before_1996,
    IFNULL(SUM(CASE WHEN loan.loan_date >= '1996-01-01' THEN loan.default_count END), 0) * 1.0 / NULLIF(COUNT(CASE WHEN loan.loan_date >= '1996-01-01' THEN loan.loan_id END), 0) AS default_rate_after_1996
FROM loan
WHERE loan.status IN ('B', 'D')","SELECT
    IFNULL(SUM(CASE WHEN loan.date < '1996-01-01' THEN COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END) END), 0) AS default_count_before_1996,
    IFNULL(SUM(CASE WHEN loan.date >= '1996-01-01' THEN COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END) END), 0) AS default_count_after_1996,
    IFNULL(SUM(CASE WHEN loan.date < '1996-01-01' THEN COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END) END), 0) * 1.0 / NULLIF(COUNT(CASE WHEN loan.date < '1996-01-01' THEN loan.loan_id END), 0) AS default_rate_before_1996,
    IFNULL(SUM(CASE WHEN loan.date >= '1996-01-01' THEN COUNT(CASE WHEN loan.status IN ('B', 'D') THEN loan.loan_id END) END), 0) * 1.0 / NULLIF(COUNT(CASE WHEN loan.date >= '1996-01-01' THEN loan.loan_id END), 0) AS default_rate_after_1996
FROM loan
WHERE loan.status IN ('B', 'D')","SELECT CASE WHEN STRFTIME('%Y', date) < '1996' THEN 'before_1996' ELSE 'after_1996' END AS period, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate FROM loan GROUP BY period",4408,12303
NO_DESC,CR32,1,False,,,"SELECT
     loan.default_rate AS default_rate,
     CASE
         WHEN loan.loan_date < '1996-01-01' THEN 'Before 1996'
         ELSE 'After 1996'
     END AS period
   FROM loan
   GROUP BY period","SELECT
     CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate,
     CASE
         WHEN loan.date < '1996-01-01' THEN 'Before 1996'
         ELSE 'After 1996'
     END AS period
   FROM loan
   GROUP BY period","SELECT CASE WHEN STRFTIME('%Y', date) < '1996' THEN 'before_1996' ELSE 'after_1996' END AS period, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate FROM loan GROUP BY period",1647,12303
NO_DESC,CR32,2,False,,,"SELECT
     CASE WHEN loan.loan_date < '1996-01-01' THEN 'Before 1996'
          ELSE 'After 1996' END AS approval_period,
     loan.default_rate
   FROM loan
GROUP BY approval_period","SELECT
     CASE WHEN loan.date < '1996-01-01' THEN 'Before 1996'
          ELSE 'After 1996' END AS approval_period,
     CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
   FROM loan
GROUP BY approval_period","SELECT CASE WHEN STRFTIME('%Y', date) < '1996' THEN 'before_1996' ELSE 'after_1996' END AS period, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate FROM loan GROUP BY period",1270,12303
NO_DESC,CR32,3,False,,,"SELECT
     loan.default_rate AS default_rate,
     CASE WHEN loan.loan_date < '1996-01-01' THEN 'Before 1996' ELSE 'After 1996' END AS approval_period
   FROM loan
GROUP BY approval_period","SELECT
     CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate,
     CASE WHEN loan.date < '1996-01-01' THEN 'Before 1996' ELSE 'After 1996' END AS approval_period
   FROM loan
GROUP BY approval_period","SELECT CASE WHEN STRFTIME('%Y', date) < '1996' THEN 'before_1996' ELSE 'after_1996' END AS period, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate FROM loan GROUP BY period",1574,12303
NO_DESC,CR32,4,False,,,"SELECT
     CASE WHEN loan.loan_date < '1996-01-01' THEN 'Before 1996'
          ELSE 'After 1996' END AS approval_period,
     loan.default_rate
   FROM loan
GROUP BY approval_period","SELECT
     CASE WHEN loan.date < '1996-01-01' THEN 'Before 1996'
          ELSE 'After 1996' END AS approval_period,
     CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
   FROM loan
GROUP BY approval_period","SELECT CASE WHEN STRFTIME('%Y', date) < '1996' THEN 'before_1996' ELSE 'after_1996' END AS period, CAST(SUM(CASE WHEN status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 AS default_rate FROM loan GROUP BY period",1376,12303
NO_DESC,CR01,0,True,,,"SELECT COUNT(DISTINCT account.account_id)
   FROM account
   JOIN loan ON loan.account_link
   WHERE loan.status = 'D'","SELECT COUNT(DISTINCT account.account_id)
   FROM account
   JOIN loan ON loan.account_id = account.account_id WHERE loan.status = 'D'",SELECT COUNT(loan_id) FROM loan WHERE status = 'D',1344,12284
NO_DESC,CR01,1,True,,,"SELECT COUNT(loan.loan_id) 
FROM loan 
WHERE loan.status = 'D'","SELECT COUNT(loan.loan_id) 
FROM loan 
WHERE loan.status = 'D'",SELECT COUNT(loan_id) FROM loan WHERE status = 'D',884,12284
NO_DESC,CR01,2,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT COUNT(loan.loan_id) 
   FROM loan 
   WHERE loan.default_rate > 0",,SELECT COUNT(loan_id) FROM loan WHERE status = 'D',998,12284
NO_DESC,CR01,3,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT COUNT(DISTINCT loan.loan_id) 
FROM loan 
WHERE loan.running_count > 0",,SELECT COUNT(loan_id) FROM loan WHERE status = 'D',869,12284
NO_DESC,CR01,4,True,,,"SELECT COUNT(DISTINCT account.account_id)
   FROM account
   JOIN loan ON loan.account_link
   WHERE loan.status = 'D'","SELECT COUNT(DISTINCT account.account_id)
   FROM account
   JOIN loan ON loan.account_id = account.account_id WHERE loan.status = 'D'",SELECT COUNT(loan_id) FROM loan WHERE status = 'D',1160,12284
NO_DESC,CR25,0,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT
     (SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1995' THEN loan.total_amount ELSE 0 END) -
      SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1994' THEN loan.total_amount ELSE 0 END)) /
     NULLIF(SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1994' THEN loan.total_amount ELSE 0 END), 0) * 100 AS growth_rate
   FROM loan
   WHERE loan.status IN ('B', 'D') AND strftime('%Y', loan.loan_date) IN ('1994', '1995')
   UNION ALL
   SELECT
     (SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1996' THEN loan.total_amount ELSE 0 END) -
      SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1995' THEN loan.total_amount ELSE 0 END)) /
     NULLIF(SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1995' THEN loan.total_amount ELSE 0 END), 0) * 100 AS growth_rate
   FROM loan
   WHERE loan.status IN ('B', 'D') AND strftime('%Y', loan.loan_date) IN ('1995', '1996')
   UNION ALL
   SELECT
     (SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1997' THEN loan.total_amount ELSE 0 END) -
      SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1996' THEN loan.total_amount ELSE 0 END)) /
     NULLIF(SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1996' THEN loan.total_amount ELSE 0 END), 0) * 100 AS growth_rate
   FROM loan
   WHERE loan.status IN ('B', 'D') AND strftime('%Y', loan.loan_date) IN ('1996', '1997')
   UNION ALL
   SELECT
     (SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1998' THEN loan.total_amount ELSE 0 END) -
      SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1997' THEN loan.total_amount ELSE 0 END)) /
     NULLIF(SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1997' THEN loan.total_amount ELSE",,"SELECT year, total_default_amount, LAG(total_default_amount) OVER (ORDER BY year) AS prev_year_amount, CAST(total_default_amount - LAG(total_default_amount) OVER (ORDER BY year) AS REAL) / LAG(total_default_amount) OVER (ORDER BY year) * 100 AS yoy_growth_rate FROM (SELECT STRFTIME('%Y', date) AS year, SUM(amount) AS total_default_amount FROM loan WHERE status IN ('B','D') GROUP BY year) ORDER BY year",9726,12320
NO_DESC,CR25,1,False,,"Generated SQL error: Execution failed on sql 'SELECT 
    (SUM(CASE WHEN strftime('%Y', loan.date) = '1994' THEN SUM(loan.amount) ELSE 0 END) - 
     SUM(CASE WHEN strftime('%Y', loan.date) = '1993' THEN SUM(loan.amount) ELSE 0 END)) / 
    NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1993' THEN SUM(loan.amount) ELSE 0 END), 0) * 100 AS growth_rate_1994,
    
    (SUM(CASE WHEN strftime('%Y', loan.date) = '1995' THEN SUM(loan.amount) ELSE 0 END) - 
     SUM(CASE WHEN strftime('%Y', loan.date) = '1994' THEN SUM(loan.amount) ELSE 0 END)) / 
    NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1994' THEN SUM(loan.amount) ELSE 0 END), 0) * 100 AS growth_rate_1995,
    
    (SUM(CASE WHEN strftime('%Y', loan.date) = '1996' THEN SUM(loan.amount) ELSE 0 END) - 
     SUM(CASE WHEN strftime('%Y', loan.date) = '1995' THEN SUM(loan.amount) ELSE 0 END)) / 
    NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1995' THEN SUM(loan.amount) ELSE 0 END), 0) * 100 AS growth_rate_1996,

    (SUM(CASE WHEN strftime('%Y', loan.date) = '1997' THEN SUM(loan.amount) ELSE 0 END) - 
     SUM(CASE WHEN strftime('%Y', loan.date) = '1996' THEN SUM(loan.amount) ELSE 0 END)) / 
    NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1996' THEN SUM(loan.amount) ELSE 0 END), 0) * 100 AS growth_rate_1997,

    (SUM(CASE WHEN strftime('%Y', loan.date) = '1998' THEN SUM(loan.amount) ELSE 0 END) - 
     SUM(CASE WHEN strftime('%Y', loan.date) = '1997' THEN SUM(loan.amount) ELSE 0 END)) / 
    NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1997' THEN SUM(loan.amount) ELSE': incomplete input","SELECT 
    (SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1994' THEN loan.total_amount ELSE 0 END) - 
     SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1993' THEN loan.total_amount ELSE 0 END)) / 
    NULLIF(SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1993' THEN loan.total_amount ELSE 0 END), 0) * 100 AS growth_rate_1994,
    
    (SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1995' THEN loan.total_amount ELSE 0 END) - 
     SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1994' THEN loan.total_amount ELSE 0 END)) / 
    NULLIF(SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1994' THEN loan.total_amount ELSE 0 END), 0) * 100 AS growth_rate_1995,
    
    (SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1996' THEN loan.total_amount ELSE 0 END) - 
     SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1995' THEN loan.total_amount ELSE 0 END)) / 
    NULLIF(SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1995' THEN loan.total_amount ELSE 0 END), 0) * 100 AS growth_rate_1996,

    (SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1997' THEN loan.total_amount ELSE 0 END) - 
     SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1996' THEN loan.total_amount ELSE 0 END)) / 
    NULLIF(SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1996' THEN loan.total_amount ELSE 0 END), 0) * 100 AS growth_rate_1997,

    (SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1998' THEN loan.total_amount ELSE 0 END) - 
     SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1997' THEN loan.total_amount ELSE 0 END)) / 
    NULLIF(SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1997' THEN loan.total_amount ELSE","SELECT 
    (SUM(CASE WHEN strftime('%Y', loan.date) = '1994' THEN SUM(loan.amount) ELSE 0 END) - 
     SUM(CASE WHEN strftime('%Y', loan.date) = '1993' THEN SUM(loan.amount) ELSE 0 END)) / 
    NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1993' THEN SUM(loan.amount) ELSE 0 END), 0) * 100 AS growth_rate_1994,
    
    (SUM(CASE WHEN strftime('%Y', loan.date) = '1995' THEN SUM(loan.amount) ELSE 0 END) - 
     SUM(CASE WHEN strftime('%Y', loan.date) = '1994' THEN SUM(loan.amount) ELSE 0 END)) / 
    NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1994' THEN SUM(loan.amount) ELSE 0 END), 0) * 100 AS growth_rate_1995,
    
    (SUM(CASE WHEN strftime('%Y', loan.date) = '1996' THEN SUM(loan.amount) ELSE 0 END) - 
     SUM(CASE WHEN strftime('%Y', loan.date) = '1995' THEN SUM(loan.amount) ELSE 0 END)) / 
    NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1995' THEN SUM(loan.amount) ELSE 0 END), 0) * 100 AS growth_rate_1996,

    (SUM(CASE WHEN strftime('%Y', loan.date) = '1997' THEN SUM(loan.amount) ELSE 0 END) - 
     SUM(CASE WHEN strftime('%Y', loan.date) = '1996' THEN SUM(loan.amount) ELSE 0 END)) / 
    NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1996' THEN SUM(loan.amount) ELSE 0 END), 0) * 100 AS growth_rate_1997,

    (SUM(CASE WHEN strftime('%Y', loan.date) = '1998' THEN SUM(loan.amount) ELSE 0 END) - 
     SUM(CASE WHEN strftime('%Y', loan.date) = '1997' THEN SUM(loan.amount) ELSE 0 END)) / 
    NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1997' THEN SUM(loan.amount) ELSE","SELECT year, total_default_amount, LAG(total_default_amount) OVER (ORDER BY year) AS prev_year_amount, CAST(total_default_amount - LAG(total_default_amount) OVER (ORDER BY year) AS REAL) / LAG(total_default_amount) OVER (ORDER BY year) * 100 AS yoy_growth_rate FROM (SELECT STRFTIME('%Y', date) AS year, SUM(amount) AS total_default_amount FROM loan WHERE status IN ('B','D') GROUP BY year) ORDER BY year",9476,12320
NO_DESC,CR25,2,False,,"Generated SQL error: Execution failed on sql 'SELECT
    (SUM(CASE WHEN strftime('%Y', loan.date) = '1998' AND loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) -
     SUM(CASE WHEN strftime('%Y', loan.date) = '1994' AND loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END)) /
    CAST(NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1994' AND loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END), 0) AS REAL) * 100 AS growth_rate
FROM loan
WHERE loan.date BETWEEN '1994-01-01' AND '1998-12-31'': misuse of aggregate function SUM()","SELECT
    (SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1998' AND loan.status IN ('B', 'D') THEN loan.total_amount ELSE 0 END) -
     SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1994' AND loan.status IN ('B', 'D') THEN loan.total_amount ELSE 0 END)) /
    CAST(NULLIF(SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1994' AND loan.status IN ('B', 'D') THEN loan.total_amount ELSE 0 END), 0) AS REAL) * 100 AS growth_rate
FROM loan
WHERE loan.loan_date BETWEEN '1994-01-01' AND '1998-12-31'","SELECT
    (SUM(CASE WHEN strftime('%Y', loan.date) = '1998' AND loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END) -
     SUM(CASE WHEN strftime('%Y', loan.date) = '1994' AND loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END)) /
    CAST(NULLIF(SUM(CASE WHEN strftime('%Y', loan.date) = '1994' AND loan.status IN ('B', 'D') THEN SUM(loan.amount) ELSE 0 END), 0) AS REAL) * 100 AS growth_rate
FROM loan
WHERE loan.date BETWEEN '1994-01-01' AND '1998-12-31'","SELECT year, total_default_amount, LAG(total_default_amount) OVER (ORDER BY year) AS prev_year_amount, CAST(total_default_amount - LAG(total_default_amount) OVER (ORDER BY year) AS REAL) / LAG(total_default_amount) OVER (ORDER BY year) * 100 AS yoy_growth_rate FROM (SELECT STRFTIME('%Y', date) AS year, SUM(amount) AS total_default_amount FROM loan WHERE status IN ('B','D') GROUP BY year) ORDER BY year",3216,12320
NO_DESC,CR25,3,False,,"Generated SQL error: Execution failed on sql 'SELECT
     (SUM(CASE WHEN strftime('%Y', loan.date) = '1998' THEN SUM(loan.amount) ELSE 0 END) -
      SUM(CASE WHEN strftime('%Y', loan.date) = '1997' THEN SUM(loan.amount) ELSE 0 END)) /
      SUM(CASE WHEN strftime('%Y', loan.date) = '1997' THEN SUM(loan.amount) ELSE 0 END) * 100 AS growth_rate
   FROM loan
   WHERE loan.status IN ('B', 'D')
   AND strftime('%Y', loan.date) IN ('1997', '1998')
   GROUP BY strftime('%Y', loan.date)': misuse of aggregate function SUM()","SELECT
     (SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1998' THEN loan.total_amount ELSE 0 END) -
      SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1997' THEN loan.total_amount ELSE 0 END)) /
      SUM(CASE WHEN strftime('%Y', loan.loan_date) = '1997' THEN loan.total_amount ELSE 0 END) * 100 AS growth_rate
   FROM loan
   WHERE loan.status IN ('B', 'D')
   AND strftime('%Y', loan.loan_date) IN ('1997', '1998')
   GROUP BY strftime('%Y', loan.loan_date)","SELECT
     (SUM(CASE WHEN strftime('%Y', loan.date) = '1998' THEN SUM(loan.amount) ELSE 0 END) -
      SUM(CASE WHEN strftime('%Y', loan.date) = '1997' THEN SUM(loan.amount) ELSE 0 END)) /
      SUM(CASE WHEN strftime('%Y', loan.date) = '1997' THEN SUM(loan.amount) ELSE 0 END) * 100 AS growth_rate
   FROM loan
   WHERE loan.status IN ('B', 'D')
   AND strftime('%Y', loan.date) IN ('1997', '1998')
   GROUP BY strftime('%Y', loan.date)","SELECT year, total_default_amount, LAG(total_default_amount) OVER (ORDER BY year) AS prev_year_amount, CAST(total_default_amount - LAG(total_default_amount) OVER (ORDER BY year) AS REAL) / LAG(total_default_amount) OVER (ORDER BY year) * 100 AS yoy_growth_rate FROM (SELECT STRFTIME('%Y', date) AS year, SUM(amount) AS total_default_amount FROM loan WHERE status IN ('B','D') GROUP BY year) ORDER BY year",3303,12320
