question_id,difficulty,method,is_correct,error,latency_ms,prompt_chars,generated_sql,gold_sql,question
164,simple,semantic_layer,False,"Generated SQL error: Execution failed on sql 'SELECT DISTINCT client.client_id
   FROM order
   JOIN account ON order.account_id = account.account_id
   JOIN disp ON account.account_id = disp.account_id
   JOIN client ON disp.client_id = client.client_id
   WHERE order.order_id = 32423': near ""order"": syntax error",1998,7583,"SELECT DISTINCT client.client_id
   FROM order
   JOIN account ON order.account_id = account.account_id
   JOIN disp ON account.account_id = disp.account_id
   JOIN client ON disp.client_id = client.client_id
   WHERE order.order_id = 32423",SELECT T3.client_id FROM `order` AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN disp AS T4 ON T4.account_id = T2.account_id  INNER JOIN client AS T3 ON T4.client_id = T3.client_id WHERE T1.order_id = 32423,Who placed the order with the id 32423?
165,simple,text_to_sql,False,,1339,2388,"SELECT trans.trans_id, trans.account_id, trans.date, trans.type, trans.operation, trans.amount, trans.balance, trans.k_symbol, trans.bank, trans.account
   FROM trans
   JOIN account ON trans.account_id = account.account_id
   WHERE account.district_id = 5",SELECT T3.trans_id FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id INNER JOIN trans AS T3 ON T2.account_id = T3.account_id WHERE T1.district_id = 5,Please list all the transactions made by accounts from district 5.
165,simple,semantic_layer,False,"Generated SQL error: Execution failed on sql 'SELECT trans.trans_id, trans.trans_date, trans.type, trans.operation, trans.amount, trans.balance
   FROM trans
   JOIN account ON trans.account_id = account.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE district.district_id = 5': no such column: trans.trans_date",2689,7610,"SELECT trans.trans_id, trans.trans_date, trans.type, trans.operation, trans.amount, trans.balance
   FROM trans
   JOIN account ON trans.account_id = account.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE district.district_id = 5",SELECT T3.trans_id FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id INNER JOIN trans AS T3 ON T2.account_id = T3.account_id WHERE T1.district_id = 5,Please list all the transactions made by accounts from district 5.
166,simple,text_to_sql,False,,1103,2373,"SELECT COUNT(account.account_id)
   FROM account
   JOIN district ON account.district_id = district.district_id
   WHERE district.A3 = 'Jesenik'",SELECT COUNT(T2.account_id) FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id WHERE T1.A2 = 'Jesenik',How many of the accounts are from Jesenik district?
166,simple,semantic_layer,True,,2017,7595,"SELECT COUNT(account.account_id)
   FROM account
   JOIN district ON account.district_id = district.district_id
   WHERE district.A2 = 'Jesenik'",SELECT COUNT(T2.account_id) FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id WHERE T1.A2 = 'Jesenik',How many of the accounts are from Jesenik district?
167,simple,text_to_sql,True,,1318,2430,"SELECT DISTINCT client.client_id
   FROM client
   JOIN disp ON client.client_id = disp.client_id
   JOIN card ON disp.disp_id = card.disp_id
   WHERE card.type = 'junior' AND card.issued >= '1997-01-01'",SELECT T2.client_id FROM card AS T1 INNER JOIN disp AS T2 ON T1.disp_id = T2.disp_id WHERE T1.type = 'junior' AND T1.issued >= '1997-01-01',List all the clients' IDs whose junior credit cards were issued after 1996.
167,simple,semantic_layer,True,,2177,7652,"SELECT client.client_id
   FROM client
   JOIN disp ON client.client_id = disp.client_id
   JOIN card ON disp.disp_id = card.disp_id
   WHERE card.type = 'junior' AND card.issued >= '1997-01-01'",SELECT T2.client_id FROM card AS T1 INNER JOIN disp AS T2 ON T1.disp_id = T2.disp_id WHERE T1.type = 'junior' AND T1.issued >= '1997-01-01',List all the clients' IDs whose junior credit cards were issued after 1996.
168,moderate,text_to_sql,False,"Generated SQL error: Execution failed on sql 'SELECT (COUNT(DISTINCT client.client_id) * 100.0 / (SELECT COUNT(DISTINCT client.client_id)
   FROM client
   JOIN account ON client.client_id = account.client_id
   JOIN district ON client.district_id = district.district_id
   WHERE district.A11 > 10000)) AS percentage_of_women
   FROM client
   JOIN account ON client.client_id = account.client_id
   JOIN district ON client.district_id = district.district_id
   WHERE client.gender = 'F' AND district.A11 > 10000': no such column: account.client_id",2294,2528,"SELECT (COUNT(DISTINCT client.client_id) * 100.0 / (SELECT COUNT(DISTINCT client.client_id)
   FROM client
   JOIN account ON client.client_id = account.client_id
   JOIN district ON client.district_id = district.district_id
   WHERE district.A11 > 10000)) AS percentage_of_women
   FROM client
   JOIN account ON client.client_id = account.client_id
   JOIN district ON client.district_id = district.district_id
   WHERE client.gender = 'F' AND district.A11 > 10000",SELECT CAST(SUM(T2.gender = 'F') AS REAL) * 100 / COUNT(T2.client_id) FROM district AS T1 INNER JOIN client AS T2 ON T1.district_id = T2.district_id WHERE T1.A11 > 10000,What percentage of clients who opened their accounts in the district with an average salary of over 10000 are women?
168,moderate,semantic_layer,False,,2823,7750,"SELECT COUNT(client.client_id) * 100.0 / (SELECT COUNT(client.client_id)
   FROM client
   JOIN account ON client.district_id = account.district_id
   WHERE account.date IS NOT NULL) AS female_percentage
FROM client
JOIN account ON client.district_id = account.district_id
JOIN district ON client.district_id = district.district_id
WHERE client.gender = 'F' AND district.A11 > 10000
-- NOTE: A11 refers to average salary in the district table.",SELECT CAST(SUM(T2.gender = 'F') AS REAL) * 100 / COUNT(T2.client_id) FROM district AS T1 INNER JOIN client AS T2 ON T1.district_id = T2.district_id WHERE T1.A11 > 10000,What percentage of clients who opened their accounts in the district with an average salary of over 10000 are women?
169,challenging,text_to_sql,False,,2466,2546,"SELECT ((SUM(CASE WHEN loan.date BETWEEN '1997-01-01' AND '1997-12-31' THEN loan.amount ELSE 0 END) - 
        SUM(CASE WHEN loan.date BETWEEN '1996-01-01' AND '1996-12-31' THEN loan.amount ELSE 0 END)) / 
        NULLIF(SUM(CASE WHEN loan.date BETWEEN '1996-01-01' AND '1996-12-31' THEN loan.amount ELSE 0 END), 0)) * 100 AS growth_rate
FROM loan
JOIN account ON loan.account_id = account.account_id
JOIN disp ON account.account_id = disp.account_id
JOIN client ON disp.client_id = client.client_id
WHERE client.gender = 'M'","SELECT CAST((SUM(CASE WHEN STRFTIME('%Y', T1.date) = '1997' THEN T1.amount ELSE 0 END) - SUM(CASE WHEN STRFTIME('%Y', T1.date) = '1996' THEN T1.amount ELSE 0 END)) AS REAL) * 100 / SUM(CASE WHEN STRFTIME('%Y', T1.date) = '1996' THEN T1.amount ELSE 0 END) FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN disp AS T3 ON T3.account_id = T2.account_id INNER JOIN client AS T4 ON T4.client_id = T3.client_id WHERE T4.gender = 'M' AND T3.type = 'OWNER'",What was the growth rate of the total amount of loans across all accounts for a male client between 1996 and 1997?
169,challenging,semantic_layer,False,"Generated SQL error: Execution failed on sql 'SELECT (SUM(CASE WHEN loan.loan_year = '1997' THEN loan.amount ELSE 0 END) - 
         SUM(CASE WHEN loan.loan_year = '1996' THEN loan.amount ELSE 0 END)) * 100.0 / 
         NULLIF(SUM(CASE WHEN loan.loan_year = '1996' THEN loan.amount ELSE 0 END), 0) AS growth_rate
FROM loan
JOIN account ON loan.account_id = account.account_id
JOIN disp ON account.account_id = disp.account_id
JOIN client ON disp.client_id = client.client_id
WHERE client.gender = 'M'': no such column: loan.loan_year",1833,7768,"SELECT (SUM(CASE WHEN loan.loan_year = '1997' THEN loan.amount ELSE 0 END) - 
         SUM(CASE WHEN loan.loan_year = '1996' THEN loan.amount ELSE 0 END)) * 100.0 / 
         NULLIF(SUM(CASE WHEN loan.loan_year = '1996' THEN loan.amount ELSE 0 END), 0) AS growth_rate
FROM loan
JOIN account ON loan.account_id = account.account_id
JOIN disp ON account.account_id = disp.account_id
JOIN client ON disp.client_id = client.client_id
WHERE client.gender = 'M'","SELECT CAST((SUM(CASE WHEN STRFTIME('%Y', T1.date) = '1997' THEN T1.amount ELSE 0 END) - SUM(CASE WHEN STRFTIME('%Y', T1.date) = '1996' THEN T1.amount ELSE 0 END)) AS REAL) * 100 / SUM(CASE WHEN STRFTIME('%Y', T1.date) = '1996' THEN T1.amount ELSE 0 END) FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN disp AS T3 ON T3.account_id = T2.account_id INNER JOIN client AS T4 ON T4.client_id = T3.client_id WHERE T4.gender = 'M' AND T3.type = 'OWNER'",What was the growth rate of the total amount of loans across all accounts for a male client between 1996 and 1997?
170,simple,text_to_sql,False,,1186,2432,"SELECT COUNT(trans.trans_id)
   FROM trans
   WHERE trans.operation = 'VYBER KARTOU' AND trans.date > '1995-01-01'","SELECT COUNT(account_id) FROM trans WHERE STRFTIME('%Y', date) > '1995' AND operation = 'VYBER KARTOU'",How many credit card withdrawals were recorded after 1995?
170,simple,semantic_layer,False,"Generated SQL error: Execution failed on sql 'SELECT COUNT(trans.trans_id)
   FROM trans
   JOIN card ON trans.account_id = card.account_id
   WHERE trans.type = 'VYBER KARTOU' AND trans.date > '1995-12-31'': no such column: card.account_id",2306,7654,"SELECT COUNT(trans.trans_id)
   FROM trans
   JOIN card ON trans.account_id = card.account_id
   WHERE trans.type = 'VYBER KARTOU' AND trans.date > '1995-12-31'","SELECT COUNT(account_id) FROM trans WHERE STRFTIME('%Y', date) > '1995' AND operation = 'VYBER KARTOU'",How many credit card withdrawals were recorded after 1995?
171,moderate,text_to_sql,False,,1392,2656,"SELECT (SUM(CASE WHEN district.A3 = 'North Bohemia' THEN district.A16 ELSE 0 END) -
        SUM(CASE WHEN district.A3 = 'East Bohemia' THEN district.A16 ELSE 0 END)) AS crime_difference
FROM district
WHERE district.A16 IS NOT NULL;","SELECT SUM(IIF(A3 = 'east Bohemia', A16, 0)) - SUM(IIF(A3 = 'north Bohemia', A16, 0)) FROM district",What was the difference in the number of crimes committed in East and North Bohemia in 1996?
171,moderate,semantic_layer,False,,2166,7878,"SELECT 
   (SUM(CASE WHEN district.A3 = 'North Bohemia' THEN district.A16 ELSE 0 END) - 
    SUM(CASE WHEN district.A3 = 'East Bohemia' THEN district.A16 ELSE 0 END)) AS crime_difference
FROM district
WHERE district.A3 IN ('North Bohemia', 'East Bohemia')","SELECT SUM(IIF(A3 = 'east Bohemia', A16, 0)) - SUM(IIF(A3 = 'north Bohemia', A16, 0)) FROM district",What was the difference in the number of crimes committed in East and North Bohemia in 1996?
172,simple,text_to_sql,False,,962,2417,"SELECT COUNT(disp.disp_id)
   FROM disp
   WHERE disp.account_id IN (1, 10) AND disp.type IN ('owner', 'disponent')","SELECT SUM(type = 'OWNER') , SUM(type = 'DISPONENT') FROM disp WHERE account_id BETWEEN 1 AND 10",How many owner and disponent dispositions are there from account number 1 to account number 10?
172,simple,semantic_layer,False,,1581,7639,"SELECT COUNT(disp.disp_id)
   FROM disp
   JOIN account ON disp.account_id = account.account_id
   WHERE account.account_id IN (1, 10) AND disp.type IN ('owner', 'disponent')","SELECT SUM(type = 'OWNER') , SUM(type = 'DISPONENT') FROM disp WHERE account_id BETWEEN 1 AND 10",How many owner and disponent dispositions are there from account number 1 to account number 10?
173,challenging,text_to_sql,False,,1403,2480,"SELECT COUNT(trans.trans_id) AS statement_requests, SUM(trans.amount) AS total_debit
   FROM trans
   WHERE trans.account_id = 3 AND trans.operation = 'debit' AND trans.k_symbol = '3539'","SELECT T1.frequency, T2.k_symbol FROM account AS T1 INNER JOIN (SELECT account_id, k_symbol, SUM(amount) AS total_amount FROM `order` GROUP BY account_id, k_symbol) AS T2 ON T1.account_id = T2.account_id WHERE T1.account_id = 3 AND T2.total_amount = 3539",How often does account number 3 request an account statement to be released? What was the aim of debiting 3539 in total?
173,challenging,semantic_layer,False,,2073,7702,"SELECT COUNT(trans.trans_id) AS account_statement_requests,
       SUM(trans.amount) AS total_debit_amount
FROM trans
JOIN account ON trans.account_id = account.account_id
WHERE account.account_id = 3 AND trans.k_symbol = '3539'","SELECT T1.frequency, T2.k_symbol FROM account AS T1 INNER JOIN (SELECT account_id, k_symbol, SUM(amount) AS total_amount FROM `order` GROUP BY account_id, k_symbol) AS T2 ON T1.account_id = T2.account_id WHERE T1.account_id = 3 AND T2.total_amount = 3539",How often does account number 3 request an account statement to be released? What was the aim of debiting 3539 in total?
174,simple,text_to_sql,True,,1241,2366,"SELECT strftime('%Y', client.birth_date) AS birth_year
   FROM client
   JOIN disp ON client.client_id = disp.client_id
   WHERE disp.account_id = 130","SELECT STRFTIME('%Y', T1.birth_date) FROM client AS T1 INNER JOIN disp AS T3 ON T1.client_id = T3.client_id INNER JOIN account AS T2 ON T3.account_id = T2.account_id WHERE T2.account_id = 130",What year was account owner number 130 born?
174,simple,semantic_layer,True,,1814,7588,"SELECT STRFTIME('%Y', client.birth_date)
   FROM client
   JOIN disp ON client.client_id = disp.client_id
   JOIN account ON disp.account_id = account.account_id
   WHERE account.account_id = 130","SELECT STRFTIME('%Y', T1.birth_date) FROM client AS T1 INNER JOIN disp AS T3 ON T1.client_id = T3.client_id INNER JOIN account AS T2 ON T3.account_id = T2.account_id WHERE T2.account_id = 130",What year was account owner number 130 born?
175,moderate,text_to_sql,False,,1575,2495,"SELECT COUNT(account.account_id)
   FROM account
   JOIN disp ON account.account_id = disp.account_id
   WHERE disp.type = 'owner' AND account.frequency = 'POPLATEK PO OBRATU'",SELECT COUNT(T1.account_id) FROM account AS T1 INNER JOIN disp AS T2 ON T1.account_id = T2.account_id WHERE T2.type = 'OWNER' AND T1.frequency = 'POPLATEK PO OBRATU',How many accounts have an owner disposition and request for a statement to be generated upon a transaction?
175,moderate,semantic_layer,False,,1446,7717,"SELECT COUNT(DISTINCT account.account_id)
FROM account
JOIN disp ON account.account_id = disp.account_id
WHERE disp.type = 'owner' AND account.frequency = 'POPLATEK PO OBRATU'",SELECT COUNT(T1.account_id) FROM account AS T1 INNER JOIN disp AS T2 ON T1.account_id = T2.account_id WHERE T2.type = 'OWNER' AND T1.frequency = 'POPLATEK PO OBRATU',How many accounts have an owner disposition and request for a statement to be generated upon a transaction?
176,simple,text_to_sql,False,,1434,2420,"SELECT SUM(loan.amount) AS total_debt, 
       SUM(loan.payments) AS total_payments
FROM loan
JOIN disp ON loan.account_id = disp.account_id
WHERE disp.client_id = 992","SELECT T4.amount, T4.status FROM client AS T1 INNER JOIN disp AS T2 ON T1.client_id = T2.client_id INNER JOIN account AS T3 on T2.account_id = T3.account_id INNER JOIN loan AS T4 ON T3.account_id = T4.account_id WHERE T1.client_id = 992","What is the amount of debt that client number 992 has, and how is this client doing with payments?"
176,simple,semantic_layer,False,,2406,7642,"SELECT SUM(loan.amount) AS total_debt, 
       CASE 
           WHEN loan.status IN ('A', 'C') THEN 'on_time' 
           WHEN loan.status IN ('B', 'D') THEN 'default' 
           ELSE 'unknown' 
       END AS payment_status
FROM loan
JOIN disp ON loan.account_id = disp.account_id
JOIN client ON disp.client_id = client.client_id
WHERE client.client_id = 992
GROUP BY client.client_id","SELECT T4.amount, T4.status FROM client AS T1 INNER JOIN disp AS T2 ON T1.client_id = T2.client_id INNER JOIN account AS T3 on T2.account_id = T3.account_id INNER JOIN loan AS T4 ON T3.account_id = T4.account_id WHERE T1.client_id = 992","What is the amount of debt that client number 992 has, and how is this client doing with payments?"
177,simple,text_to_sql,False,,1735,2440,"SELECT SUM(trans.amount) AS total_transaction_amount, client.gender
   FROM trans
   JOIN account ON trans.account_id = account.account_id
   JOIN disp ON account.account_id = disp.account_id
   JOIN client ON disp.client_id = client.client_id
   WHERE trans.trans_id = 851 AND client.client_id = 4
   GROUP BY client.client_id, client.gender;","SELECT T4.balance, T1.gender FROM client AS T1 INNER JOIN disp AS T2 ON T1.client_id = T2.client_id INNER JOIN account AS T3 ON T2.account_id =T3.account_id INNER JOIN trans AS T4 ON T3.account_id = T4.account_id WHERE T1.client_id = 4 AND T4.trans_id = 851","What is the sum that client number 4's account has following transaction 851? Who owns this account, a man or a woman?"
177,simple,semantic_layer,False,,2341,7662,"SELECT SUM(trans.amount) AS total_amount, 
       CASE client.gender 
            WHEN 'M' THEN 'male' 
            WHEN 'F' THEN 'female' 
       END AS owner_gender
FROM trans
JOIN account ON trans.account_id = account.account_id
JOIN disp ON account.account_id = disp.account_id
JOIN client ON disp.client_id = client.client_id
WHERE trans.trans_id = 851 AND client.client_id = 4","SELECT T4.balance, T1.gender FROM client AS T1 INNER JOIN disp AS T2 ON T1.client_id = T2.client_id INNER JOIN account AS T3 ON T2.account_id =T3.account_id INNER JOIN trans AS T4 ON T3.account_id = T4.account_id WHERE T1.client_id = 4 AND T4.trans_id = 851","What is the sum that client number 4's account has following transaction 851? Who owns this account, a man or a woman?"
178,simple,text_to_sql,True,,917,2377,"SELECT card.type
   FROM card
   JOIN disp ON card.disp_id = disp.disp_id
   WHERE disp.client_id = 9",SELECT T3.type FROM client AS T1 INNER JOIN disp AS T2 ON T1.client_id = T2.client_id INNER JOIN card AS T3 ON T2.disp_id = T3.disp_id WHERE T1.client_id = 9,Which kind of credit card does client number 9 possess?
178,simple,semantic_layer,True,,1513,7599,"SELECT card.type
   FROM card
   JOIN disp ON card.disp_id = disp.disp_id
   JOIN client ON disp.client_id = client.client_id
   WHERE client.client_id = 9",SELECT T3.type FROM client AS T1 INNER JOIN disp AS T2 ON T1.client_id = T2.client_id INNER JOIN card AS T3 ON T2.disp_id = T3.disp_id WHERE T1.client_id = 9,Which kind of credit card does client number 9 possess?
179,simple,text_to_sql,True,,1394,2404,"SELECT SUM(trans.amount)
   FROM trans
   JOIN account ON trans.account_id = account.account_id
   JOIN disp ON account.account_id = disp.account_id
   WHERE disp.client_id = 617 AND strftime('%Y', trans.date) = '1998'","SELECT SUM(T3.amount) FROM client AS T1 INNER JOIN disp AS T4 ON T1.client_id = T4.client_id INNER JOIN account AS T2 ON T4.account_id = T2.account_id INNER JOIN trans AS T3 ON T2.account_id = T3.account_id WHERE STRFTIME('%Y', T3.date)= '1998' AND T1.client_id = 617","How much, in total, did client number 617 pay for all of the transactions in 1998?"
179,simple,semantic_layer,True,,2012,7626,"SELECT SUM(trans.amount)
   FROM trans
   JOIN account ON trans.account_id = account.account_id
   JOIN disp ON account.account_id = disp.account_id
   JOIN client ON disp.client_id = client.client_id
   WHERE client.client_id = 617 AND STRFTIME('%Y', trans.date) = '1998'","SELECT SUM(T3.amount) FROM client AS T1 INNER JOIN disp AS T4 ON T1.client_id = T4.client_id INNER JOIN account AS T2 ON T4.account_id = T2.account_id INNER JOIN trans AS T3 ON T2.account_id = T3.account_id WHERE STRFTIME('%Y', T3.date)= '1998' AND T1.client_id = 617","How much, in total, did client number 617 pay for all of the transactions in 1998?"
180,moderate,text_to_sql,False,,1390,2457,"SELECT client.client_id
   FROM client
   JOIN district ON client.district_id = district.district_id
   JOIN account ON client.district_id = account.district_id
   WHERE client.birth_date BETWEEN '1983-01-01' AND '1987-12-31' AND district.A3 = 'East Bohemia'","SELECT T1.client_id, T3.account_id FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN disp AS T4 ON T1.client_id = T4.client_id INNER JOIN account AS T3 ON T2.district_id = T3.district_id and T4.account_id = T3.account_id WHERE T2.A3 = 'east Bohemia' AND STRFTIME('%Y', T1.birth_date) BETWEEN '1983' AND '1987'","Please provide a list of clients who were born between 1983 and 1987 and whose account branch is in East Bohemia, along with their IDs."
180,moderate,semantic_layer,False,,2149,7679,"SELECT client.client_id
   FROM client
   JOIN district ON client.district_id = district.district_id
   WHERE client.birth_date BETWEEN '1983-01-01' AND '1987-12-31' AND district.A3 = 'East Bohemia'","SELECT T1.client_id, T3.account_id FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN disp AS T4 ON T1.client_id = T4.client_id INNER JOIN account AS T3 ON T2.district_id = T3.district_id and T4.account_id = T3.account_id WHERE T2.A3 = 'east Bohemia' AND STRFTIME('%Y', T1.birth_date) BETWEEN '1983' AND '1987'","Please provide a list of clients who were born between 1983 and 1987 and whose account branch is in East Bohemia, along with their IDs."
181,simple,text_to_sql,False,,1557,2417,"SELECT loan.loan_id
   FROM loan
   JOIN account ON loan.account_id = account.account_id
   JOIN disp ON account.account_id = disp.account_id
   JOIN client ON disp.client_id = client.client_id
   WHERE client.gender = 'F'
   ORDER BY loan.amount DESC
   LIMIT 3",SELECT T1.client_id FROM client AS T1 INNER JOIN disp AS T4 on T1.client_id= T4.client_id INNER JOIN account AS T2 ON T4.account_id = T2.account_id  INNER JOIN loan AS T3 ON T2.account_id = T3.account_id and T4.account_id = T3.account_id WHERE T1.gender = 'F' ORDER BY T3.amount DESC LIMIT 3,Please provide the IDs of the 3 female clients with the largest loans.
181,simple,semantic_layer,False,,1315,7639,"SELECT client.client_id
   FROM client
   JOIN loan ON client.client_id = loan.account_id
   WHERE client.gender = 'F'
   ORDER BY loan.amount DESC
   LIMIT 3",SELECT T1.client_id FROM client AS T1 INNER JOIN disp AS T4 on T1.client_id= T4.client_id INNER JOIN account AS T2 ON T4.account_id = T2.account_id  INNER JOIN loan AS T3 ON T2.account_id = T3.account_id and T4.account_id = T3.account_id WHERE T1.gender = 'F' ORDER BY T3.amount DESC LIMIT 3,Please provide the IDs of the 3 female clients with the largest loans.
182,moderate,text_to_sql,False,,1961,2503,"SELECT COUNT(DISTINCT client.client_id)
   FROM client
   JOIN disp ON client.client_id = disp.client_id
   JOIN loan ON disp.account_id = loan.account_id
   JOIN trans ON loan.account_id = trans.account_id
   WHERE client.gender = 'M' 
     AND client.birth_date BETWEEN '1974-01-01' AND '1976-12-31'
     AND trans.operation = 'SIPO' 
     AND trans.amount > 4000","SELECT COUNT(T1.account_id) FROM trans AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN disp AS T4 ON T2.account_id = T4.account_id INNER JOIN client AS T3 ON T4.client_id = T3.client_id WHERE STRFTIME('%Y', T3.birth_date) BETWEEN '1974' AND '1976' AND T3.gender = 'M' AND T1.amount > 4000 AND T1.k_symbol = 'SIPO'",How many male customers who were born between 1974 and 1976 have made a payment on their home in excess of $4000?
182,moderate,semantic_layer,False,,3470,7725,"SELECT COUNT(DISTINCT client.client_id)
   FROM client
   JOIN district ON client.district_id = district.district_id
   JOIN trans ON client.client_id = trans.account_id
   JOIN loan ON trans.account_id = loan.account_id
   WHERE client.gender = 'M' 
     AND client.birth_date BETWEEN '1974-01-01' AND '1976-12-31'
     AND trans.operation = 'SIPO' 
     AND trans.amount > 4000","SELECT COUNT(T1.account_id) FROM trans AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN disp AS T4 ON T2.account_id = T4.account_id INNER JOIN client AS T3 ON T4.client_id = T3.client_id WHERE STRFTIME('%Y', T3.birth_date) BETWEEN '1974' AND '1976' AND T3.gender = 'M' AND T1.amount > 4000 AND T1.k_symbol = 'SIPO'",How many male customers who were born between 1974 and 1976 have made a payment on their home in excess of $4000?
183,simple,text_to_sql,False,,1184,2373,"SELECT COUNT(account.account_id)
   FROM account
   JOIN district ON account.district_id = district.district_id
   WHERE district.A3 = 'Beroun' AND account.date > '1996-01-01'","SELECT COUNT(account_id) FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE STRFTIME('%Y', T1.date) > '1996' AND T2.A2 = 'Beroun'",How many accounts in Beroun were opened after 1996?
183,simple,semantic_layer,True,,1709,7595,"SELECT COUNT(account.account_id)
   FROM account
   JOIN district ON account.district_id = district.district_id
   WHERE district.A2 = 'Beroun' AND account.date > '1996-12-31'","SELECT COUNT(account_id) FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE STRFTIME('%Y', T1.date) > '1996' AND T2.A2 = 'Beroun'",How many accounts in Beroun were opened after 1996?
184,simple,text_to_sql,True,,1050,2399,"SELECT COUNT(DISTINCT client.client_id)
   FROM client
   JOIN disp ON client.client_id = disp.client_id
   JOIN card ON disp.disp_id = card.disp_id
   WHERE client.gender = 'F' AND card.type = 'junior'",SELECT COUNT(T1.client_id) FROM client AS T1 INNER JOIN disp AS T2 ON T1.client_id = T2.client_id INNER JOIN card AS T3 ON T2.disp_id = T3.disp_id WHERE T1.gender = 'F' AND T3.type = 'junior',How many female customers have a junior credit card?
184,simple,semantic_layer,True,,1794,7621,"SELECT COUNT(DISTINCT client.client_id)
   FROM client
   JOIN disp ON client.client_id = disp.client_id
   JOIN card ON disp.disp_id = card.disp_id
   WHERE client.gender = 'F' AND card.type = 'junior'",SELECT COUNT(T1.client_id) FROM client AS T1 INNER JOIN disp AS T2 ON T1.client_id = T2.client_id INNER JOIN card AS T3 ON T2.disp_id = T3.disp_id WHERE T1.gender = 'F' AND T3.type = 'junior',How many female customers have a junior credit card?
185,moderate,text_to_sql,False,,6325,2624,"SELECT (COUNT(DISTINCT client.client_id) * 100.0 / NULLIF(COUNT(DISTINCT disp.client_id), 0)) AS female_proportion
   FROM disp
   JOIN client ON disp.client_id = client.client_id
   JOIN account ON disp.account_id = account.account_id
   JOIN district ON account.district_id = district.district_id
   WHERE client.gender = 'F' AND district.A3 = 'Prague'",SELECT CAST(SUM(T2.gender = 'F') AS REAL) / COUNT(T2.client_id) * 100 FROM district AS T1 INNER JOIN client AS T2 ON T1.district_id = T2.district_id WHERE T1.A3 = 'Prague',What proportion of customers who have accounts at the Prague branch are female?
185,moderate,semantic_layer,False,,4376,7846,"SELECT (COUNT(DISTINCT CASE WHEN client.gender = 'F' THEN client.client_id END) * 100.0 / COUNT(DISTINCT client.client_id)) AS female_proportion
FROM client
JOIN disp ON client.client_id = disp.client_id
JOIN account ON disp.account_id = account.account_id
JOIN district ON account.district_id = district.district_id
WHERE district.A3 = 'Prague'",SELECT CAST(SUM(T2.gender = 'F') AS REAL) / COUNT(T2.client_id) * 100 FROM district AS T1 INNER JOIN client AS T2 ON T1.district_id = T2.district_id WHERE T1.A3 = 'Prague',What proportion of customers who have accounts at the Prague branch are female?
186,moderate,text_to_sql,False,,2020,2600,"SELECT (COUNT(DISTINCT client.client_id) * 100.0 / NULLIF(COUNT(DISTINCT disp.client_id), 0)) AS percentage_male_clients
   FROM disp
   JOIN client ON disp.client_id = client.client_id
   WHERE disp.type = 'POPLATEK TYDNE' AND client.gender = 'M'",SELECT CAST(SUM(T1.gender = 'M') AS REAL) * 100 / COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T3 ON T1.district_id = T3.district_id INNER JOIN account AS T2 ON T2.district_id = T3.district_id INNER JOIN disp as T4 on T1.client_id = T4.client_id AND T2.account_id = T4.account_id WHERE T2.frequency = 'POPLATEK TYDNE',What percentage of male clients request for weekly statements to be issued?
186,moderate,semantic_layer,False,,2967,7822,"SELECT (COUNT(CASE WHEN client.gender = 'M' THEN client.client_id END) * 100.0 / COUNT(client.client_id)) AS percentage_male_clients
FROM client
JOIN disp ON client.client_id = disp.client_id
JOIN account ON disp.account_id = account.account_id
WHERE account.frequency = 'POPLATEK TYDNE'",SELECT CAST(SUM(T1.gender = 'M') AS REAL) * 100 / COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T3 ON T1.district_id = T3.district_id INNER JOIN account AS T2 ON T2.district_id = T3.district_id INNER JOIN disp as T4 on T1.client_id = T4.client_id AND T2.account_id = T4.account_id WHERE T2.frequency = 'POPLATEK TYDNE',What percentage of male clients request for weekly statements to be issued?
187,simple,text_to_sql,False,,1438,2439,"SELECT COUNT(DISTINCT client.client_id)
   FROM client
   JOIN disp ON client.client_id = disp.client_id
   JOIN account ON disp.account_id = account.account_id
   WHERE account.frequency = 'POPLATEK TYDNE' AND disp.type = 'Owner'",SELECT COUNT(T2.account_id) FROM account AS T1 INNER JOIN disp AS T2 ON T2.account_id = T1.account_id WHERE T1.frequency = 'POPLATEK TYDNE' AND T2.type = 'OWNER',How many clients who choose statement of weekly issuance are Owner?
