question_id,difficulty,category,iteration,model,is_correct,compile_error,execution_error,concept_sql,compiled_sql,gold_sql,question,latency_ms,prompt_chars,substitutions
CR54,moderate,client_profile,0,gpt-4o,False,"Invalid SQL: the join hint 'account.account_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT AVG(STRFTIME('%Y', loan.loan_date) - STRFTIME('%Y', client.birth_date))
FROM loan
JOIN account ON loan.account_link
JOIN disp ON account.account_link
JOIN client ON disp.client_link
WHERE loan.status IN ('B', 'D')",,"SELECT AVG(CAST(STRFTIME('%Y', loan.date) AS INTEGER) - CAST(STRFTIME('%Y', client.birth_date) AS INTEGER)) AS avg_age_at_approval FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id WHERE loan.status IN ('B','D')","Among clients who have defaulted loans, what is the average age at the time of loan approval?",1285,14723,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link UNRESOLVED for 'disp': link token 'account.account_link' does not reference 'disp' on either side -- left unchanged | JOIN link disp.client -> ON disp.client_id = client.client_id
CR54,moderate,client_profile,1,gpt-4o,True,,,"SELECT AVG(STRFTIME('%Y', loan.loan_date) - STRFTIME('%Y', client.birth_date))
FROM loan
JOIN account ON loan.account_link
JOIN disp ON disp.account_link
JOIN client ON disp.client_link
WHERE loan.status IN ('B', 'D')","SELECT AVG(STRFTIME('%Y', loan.date) - STRFTIME('%Y', client.birth_date))
FROM loan
JOIN account ON loan.account_id = account.account_id JOIN disp ON disp.account_id = account.account_id JOIN client ON disp.client_id = client.client_id WHERE loan.status IN ('B', 'D')","SELECT AVG(CAST(STRFTIME('%Y', loan.date) AS INTEGER) - CAST(STRFTIME('%Y', client.birth_date) AS INTEGER)) AS avg_age_at_approval FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id WHERE loan.status IN ('B','D')","Among clients who have defaulted loans, what is the average age at the time of loan approval?",1309,14723,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link disp.account -> ON disp.account_id = account.account_id | JOIN link disp.client -> ON disp.client_id = client.client_id | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM client.birth_date -> client.birth_date (no-op: concept name equals raw column) | DIM client.client_id -> client.client_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_date -> loan.date | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR54,moderate,client_profile,2,gpt-4o,False,"Invalid SQL: the join hint 'client.client_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT AVG(strftime('%Y', loan.loan_date) - strftime('%Y', client.birth_date))
FROM client
JOIN disp ON client.client_link
JOIN account ON disp.account_link
JOIN loan ON account.loan_link
WHERE loan.status IN ('B', 'D')",,"SELECT AVG(CAST(STRFTIME('%Y', loan.date) AS INTEGER) - CAST(STRFTIME('%Y', client.birth_date) AS INTEGER)) AS avg_age_at_approval FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id WHERE loan.status IN ('B','D')","Among clients who have defaulted loans, what is the average age at the time of loan approval?",1185,14723,JOIN link UNRESOLVED for 'disp': link token 'client.client_link' does not reference 'disp' on either side -- left unchanged | JOIN link disp.account -> ON disp.account_id = account.account_id | JOIN link loan.account -> ON loan.account_id = account.account_id
CR54,moderate,client_profile,3,gpt-4o,True,,,"SELECT AVG(STRFTIME('%Y', loan.loan_date) - STRFTIME('%Y', client.birth_date))
FROM loan
JOIN account ON loan.account_link
JOIN disp ON disp.account_link
JOIN client ON disp.client_link
WHERE loan.status IN ('B', 'D')","SELECT AVG(STRFTIME('%Y', loan.date) - STRFTIME('%Y', client.birth_date))
FROM loan
JOIN account ON loan.account_id = account.account_id JOIN disp ON disp.account_id = account.account_id JOIN client ON disp.client_id = client.client_id WHERE loan.status IN ('B', 'D')","SELECT AVG(CAST(STRFTIME('%Y', loan.date) AS INTEGER) - CAST(STRFTIME('%Y', client.birth_date) AS INTEGER)) AS avg_age_at_approval FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id WHERE loan.status IN ('B','D')","Among clients who have defaulted loans, what is the average age at the time of loan approval?",1144,14723,JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link disp.account -> ON disp.account_id = account.account_id | JOIN link disp.client -> ON disp.client_id = client.client_id | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM client.birth_date -> client.birth_date (no-op: concept name equals raw column) | DIM client.client_id -> client.client_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_date -> loan.date | DIM loan.status -> loan.status (no-op: concept name equals raw column)
CR54,moderate,client_profile,4,gpt-4o,False,"Invalid SQL: JOIN link MISMATCHED for 'loan': link token 'disp.account_link' is a valid relationship, but it connects 'disp' and 'account' -- neither of which is 'loan'. This JOIN line's link token must name 'loan' itself. Left unchanged. You likely need an ADDITIONAL, SEPARATE JOIN line for 'disp' or 'account' -- whichever cube isn't yet in your query -- using a link token that names your actual JOIN target directly, rather than reusing a link token from a different relationship.",,"SELECT AVG(strftime('%Y', loan.loan_date) - strftime('%Y', client.birth_date))
FROM client
JOIN disp ON disp.client_link
JOIN loan ON disp.account_link
WHERE loan.status IN ('B', 'D')",,"SELECT AVG(CAST(STRFTIME('%Y', loan.date) AS INTEGER) - CAST(STRFTIME('%Y', client.birth_date) AS INTEGER)) AS avg_age_at_approval FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id WHERE loan.status IN ('B','D')","Among clients who have defaulted loans, what is the average age at the time of loan approval?",1111,14723,"JOIN link disp.client -> ON disp.client_id = client.client_id | JOIN link MISMATCHED for 'loan': link token 'disp.account_link' is a valid relationship, but it connects 'disp' and 'account' -- neither of which is 'loan'. This JOIN line's link token must name 'loan' itself. Left unchanged."
CR55,challenging,client_profile,0,gpt-4o,False,,,"SELECT client.client_id, loan.default_rate
FROM client
JOIN disp ON disp.client_link
JOIN account ON disp.account_link
JOIN loan ON loan.account_link
GROUP BY client.client_id
HAVING COUNT(DISTINCT loan.loan_id) > 1","SELECT client.client_id, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
FROM client
JOIN disp ON disp.client_id = client.client_id JOIN account ON disp.account_id = account.account_id JOIN loan ON loan.account_id = account.account_id GROUP BY client.client_id
HAVING COUNT(DISTINCT loan.loan_id) > 1","SELECT CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id WHERE client.client_id IN (SELECT disp.client_id FROM disp JOIN loan ON disp.account_id = loan.account_id GROUP BY disp.client_id HAVING COUNT(DISTINCT loan.loan_id) > 1)",Identify clients who have more than one loan account and calculate their overall default rate.,1131,14749,"JOIN link disp.client -> ON disp.client_id = client.client_id | JOIN link disp.account -> ON disp.account_id = account.account_id | JOIN link loan.account -> ON loan.account_id = account.account_id | MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM client.client_id -> client.client_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_id -> loan.loan_id (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
CR55,challenging,client_profile,1,gpt-4o,False,"Invalid SQL: the join hint 'client.client_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT
    client.client_id,
    COUNT(DISTINCT loan.loan_id) AS loan_count,
    SUM(CASE WHEN loan.status IN ('B', 'D') THEN 1 ELSE 0 END) * 100.0 / COUNT(loan.loan_id) AS default_rate
FROM client
JOIN disp ON client.client_link
JOIN account ON disp.account_link
JOIN loan ON account.loan_link
GROUP BY client.client_id
HAVING COUNT(DISTINCT loan.loan_id) > 1",,"SELECT CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id WHERE client.client_id IN (SELECT disp.client_id FROM disp JOIN loan ON disp.account_id = loan.account_id GROUP BY disp.client_id HAVING COUNT(DISTINCT loan.loan_id) > 1)",Identify clients who have more than one loan account and calculate their overall default rate.,2094,14749,JOIN link UNRESOLVED for 'disp': link token 'client.client_link' does not reference 'disp' on either side -- left unchanged | JOIN link disp.account -> ON disp.account_id = account.account_id | JOIN link loan.account -> ON loan.account_id = account.account_id
CR55,challenging,client_profile,2,gpt-4o,False,"Invalid SQL: JOIN link MISMATCHED for 'loan': link token 'disp.account_link' is a valid relationship, but it connects 'disp' and 'account' -- neither of which is 'loan'. This JOIN line's link token must name 'loan' itself. Left unchanged. You likely need an ADDITIONAL, SEPARATE JOIN line for 'disp' or 'account' -- whichever cube isn't yet in your query -- using a link token that names your actual JOIN target directly, rather than reusing a link token from a different relationship.",,"SELECT 
    client.client_id,
    loan.default_rate
FROM client
JOIN disp ON disp.client_link
JOIN loan ON disp.account_link
GROUP BY client.client_id
HAVING COUNT(DISTINCT loan.loan_id) > 1",,"SELECT CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id WHERE client.client_id IN (SELECT disp.client_id FROM disp JOIN loan ON disp.account_id = loan.account_id GROUP BY disp.client_id HAVING COUNT(DISTINCT loan.loan_id) > 1)",Identify clients who have more than one loan account and calculate their overall default rate.,1150,14749,"JOIN link disp.client -> ON disp.client_id = client.client_id | JOIN link MISMATCHED for 'loan': link token 'disp.account_link' is a valid relationship, but it connects 'disp' and 'account' -- neither of which is 'loan'. This JOIN line's link token must name 'loan' itself. Left unchanged."
CR55,challenging,client_profile,3,gpt-4o,False,"Invalid SQL: JOIN link MISMATCHED for 'loan': link token 'disp.account_link' is a valid relationship, but it connects 'disp' and 'account' -- neither of which is 'loan'. This JOIN line's link token must name 'loan' itself. Left unchanged. You likely need an ADDITIONAL, SEPARATE JOIN line for 'disp' or 'account' -- whichever cube isn't yet in your query -- using a link token that names your actual JOIN target directly, rather than reusing a link token from a different relationship.",,"SELECT 
    client.client_id, 
    loan.default_rate
FROM 
    client
JOIN 
    disp ON client.disp_link
JOIN 
    loan ON disp.account_link
GROUP BY 
    client.client_id
HAVING 
    COUNT(loan.account_id) > 1",,"SELECT CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id WHERE client.client_id IN (SELECT disp.client_id FROM disp JOIN loan ON disp.account_id = loan.account_id GROUP BY disp.client_id HAVING COUNT(DISTINCT loan.loan_id) > 1)",Identify clients who have more than one loan account and calculate their overall default rate.,2421,14749,"JOIN link disp.client -> ON disp.client_id = client.client_id | JOIN link MISMATCHED for 'loan': link token 'disp.account_link' is a valid relationship, but it connects 'disp' and 'account' -- neither of which is 'loan'. This JOIN line's link token must name 'loan' itself. Left unchanged."
CR55,challenging,client_profile,4,gpt-4o,False,"Invalid SQL: JOIN link MISMATCHED for 'loan': link token 'disp.account_link' is a valid relationship, but it connects 'disp' and 'account' -- neither of which is 'loan'. This JOIN line's link token must name 'loan' itself. Left unchanged. You likely need an ADDITIONAL, SEPARATE JOIN line for 'disp' or 'account' -- whichever cube isn't yet in your query -- using a link token that names your actual JOIN target directly, rather than reusing a link token from a different relationship.",,"SELECT 
    client.client_id, 
    loan.default_rate
FROM 
    client
JOIN 
    disp ON disp.client_link
JOIN 
    loan ON disp.account_link
GROUP BY 
    client.client_id
HAVING 
    COUNT(DISTINCT loan.loan_id) > 1",,"SELECT CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id WHERE client.client_id IN (SELECT disp.client_id FROM disp JOIN loan ON disp.account_id = loan.account_id GROUP BY disp.client_id HAVING COUNT(DISTINCT loan.loan_id) > 1)",Identify clients who have more than one loan account and calculate their overall default rate.,1397,14749,"JOIN link disp.client -> ON disp.client_id = client.client_id | JOIN link MISMATCHED for 'loan': link token 'disp.account_link' is a valid relationship, but it connects 'disp' and 'account' -- neither of which is 'loan'. This JOIN line's link token must name 'loan' itself. Left unchanged."
CR56,challenging,client_profile,0,gpt-4o,False,"Invalid SQL: an aggregate function (from a measure concept) was used directly inside a WHERE clause. Measures are pre-aggregated and can only be used in SELECT, HAVING, or ORDER BY -- not WHERE, since WHERE filters rows before aggregation. If you need a row-level existence check (e.g. 'has at least one defaulted loan'), use a dimension-based condition or a subquery instead of a measure.",,"SELECT
    client.gender,
    CASE
        WHEN CAST(strftime('%Y', loan.loan_date) AS INTEGER) - CAST(strftime('%Y', client.birth_date) AS INTEGER) < 40 THEN 'Under 40'
        WHEN CAST(strftime('%Y', loan.loan_date) AS INTEGER) - CAST(strftime('%Y', client.birth_date) AS INTEGER) BETWEEN 40 AND 60 THEN '40-60'
        ELSE 'Over 60'
    END AS age_group,
    loan.default_rate
FROM loan
JOIN account ON loan.account_link
JOIN disp ON account.disp_link
JOIN client ON disp.client_link
WHERE loan.default_rate IS NOT NULL
GROUP BY client.gender, age_group",,"SELECT client.gender, CASE WHEN (CAST(STRFTIME('%Y', loan.date) AS INTEGER) - CAST(STRFTIME('%Y', client.birth_date) AS INTEGER)) < 40 THEN 'under_40' WHEN (CAST(STRFTIME('%Y', loan.date) AS INTEGER) - CAST(STRFTIME('%Y', client.birth_date) AS INTEGER)) <= 60 THEN '40_to_60' ELSE 'over_60' END AS age_group, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id GROUP BY client.gender, age_group ORDER BY client.gender, age_group","For each gender, calculate the default rate by age group (under 40, 40-60, over 60 at time of loan approval).",2599,14772,"JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link disp.account -> ON disp.account_id = account.account_id | JOIN link disp.client -> ON disp.client_id = client.client_id | MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM client.birth_date -> client.birth_date (no-op: concept name equals raw column) | DIM client.client_id -> client.client_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_date -> loan.date | DIM client.gender -> client.gender (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
CR56,challenging,client_profile,1,gpt-4o,False,"Invalid SQL: the join hint 'client.client_link' does not correspond to any defined relationship between the cubes involved. Check that you're joining cubes that actually have a relationship defined (see 'Can be joined to' for each cube in the schema above), and that the join hint is written as JOIN <target_cube> ON <cube_already_in_your_query>.<target_cube>_link -- the cube name immediately before '_link' must be the cube you are newly joining TO (matching the name right after JOIN), not the cube already in scope.",,"SELECT 
    client.gender,
    CASE 
        WHEN (strftime('%Y', loan.loan_date) - strftime('%Y', client.birth_date)) < 40 THEN 'under 40'
        WHEN (strftime('%Y', loan.loan_date) - strftime('%Y', client.birth_date)) BETWEEN 40 AND 60 THEN '40-60'
        ELSE 'over 60'
    END AS age_group,
    loan.default_rate
FROM 
    client
JOIN 
    disp ON client.client_link
JOIN 
    loan ON disp.account_link
GROUP BY 
    client.gender, age_group",,"SELECT client.gender, CASE WHEN (CAST(STRFTIME('%Y', loan.date) AS INTEGER) - CAST(STRFTIME('%Y', client.birth_date) AS INTEGER)) < 40 THEN 'under_40' WHEN (CAST(STRFTIME('%Y', loan.date) AS INTEGER) - CAST(STRFTIME('%Y', client.birth_date) AS INTEGER)) <= 60 THEN '40_to_60' ELSE 'over_60' END AS age_group, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id GROUP BY client.gender, age_group ORDER BY client.gender, age_group","For each gender, calculate the default rate by age group (under 40, 40-60, over 60 at time of loan approval).",2085,14772,"JOIN link UNRESOLVED for 'disp': link token 'client.client_link' does not reference 'disp' on either side -- left unchanged | JOIN link MISMATCHED for 'loan': link token 'disp.account_link' is a valid relationship, but it connects 'disp' and 'account' -- neither of which is 'loan'. This JOIN line's link token must name 'loan' itself. Left unchanged."
CR56,challenging,client_profile,2,gpt-4o,False,,,"SELECT 
    client.gender,
    CASE 
        WHEN (CAST(strftime('%Y', loan.loan_date) AS INTEGER) - CAST(strftime('%Y', client.birth_date) AS INTEGER)) < 40 THEN 'under 40'
        WHEN (CAST(strftime('%Y', loan.loan_date) AS INTEGER) - CAST(strftime('%Y', client.birth_date) AS INTEGER)) BETWEEN 40 AND 60 THEN '40-60'
        ELSE 'over 60'
    END AS age_group,
    loan.default_rate
FROM 
    client
JOIN 
    disp ON disp.client_link
JOIN 
    account ON disp.account_link
JOIN 
    loan ON loan.account_link
GROUP BY 
    client.gender, age_group","SELECT 
    client.gender,
    CASE 
        WHEN (CAST(strftime('%Y', loan.date) AS INTEGER) - CAST(strftime('%Y', client.birth_date) AS INTEGER)) < 40 THEN 'under 40'
        WHEN (CAST(strftime('%Y', loan.date) AS INTEGER) - CAST(strftime('%Y', client.birth_date) AS INTEGER)) BETWEEN 40 AND 60 THEN '40-60'
        ELSE 'over 60'
    END AS age_group,
    CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
FROM 
    client
JOIN disp ON disp.client_id = client.client_id JOIN account ON disp.account_id = account.account_id JOIN loan ON loan.account_id = account.account_id GROUP BY 
    client.gender, age_group","SELECT client.gender, CASE WHEN (CAST(STRFTIME('%Y', loan.date) AS INTEGER) - CAST(STRFTIME('%Y', client.birth_date) AS INTEGER)) < 40 THEN 'under_40' WHEN (CAST(STRFTIME('%Y', loan.date) AS INTEGER) - CAST(STRFTIME('%Y', client.birth_date) AS INTEGER)) <= 60 THEN '40_to_60' ELSE 'over_60' END AS age_group, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id GROUP BY client.gender, age_group ORDER BY client.gender, age_group","For each gender, calculate the default rate by age group (under 40, 40-60, over 60 at time of loan approval).",2441,14772,"JOIN link disp.client -> ON disp.client_id = client.client_id | JOIN link disp.account -> ON disp.account_id = account.account_id | JOIN link loan.account -> ON loan.account_id = account.account_id | MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM client.birth_date -> client.birth_date (no-op: concept name equals raw column) | DIM client.client_id -> client.client_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_date -> loan.date | DIM client.gender -> client.gender (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
CR56,challenging,client_profile,3,gpt-4o,False,,,"SELECT
    client.gender,
    CASE
        WHEN (strftime('%Y', loan.loan_date) - strftime('%Y', client.birth_date)) < 40 THEN 'Under 40'
        WHEN (strftime('%Y', loan.loan_date) - strftime('%Y', client.birth_date)) BETWEEN 40 AND 60 THEN '40-60'
        ELSE 'Over 60'
    END AS age_group,
    loan.default_rate
FROM loan
JOIN account ON loan.account_link
JOIN disp ON disp.account_link
JOIN client ON disp.client_link
GROUP BY client.gender, age_group","SELECT
    client.gender,
    CASE
        WHEN (strftime('%Y', loan.date) - strftime('%Y', client.birth_date)) < 40 THEN 'Under 40'
        WHEN (strftime('%Y', loan.date) - strftime('%Y', client.birth_date)) BETWEEN 40 AND 60 THEN '40-60'
        ELSE 'Over 60'
    END AS age_group,
    CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
FROM loan
JOIN account ON loan.account_id = account.account_id JOIN disp ON disp.account_id = account.account_id JOIN client ON disp.client_id = client.client_id GROUP BY client.gender, age_group","SELECT client.gender, CASE WHEN (CAST(STRFTIME('%Y', loan.date) AS INTEGER) - CAST(STRFTIME('%Y', client.birth_date) AS INTEGER)) < 40 THEN 'under_40' WHEN (CAST(STRFTIME('%Y', loan.date) AS INTEGER) - CAST(STRFTIME('%Y', client.birth_date) AS INTEGER)) <= 60 THEN '40_to_60' ELSE 'over_60' END AS age_group, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id GROUP BY client.gender, age_group ORDER BY client.gender, age_group","For each gender, calculate the default rate by age group (under 40, 40-60, over 60 at time of loan approval).",1923,14772,"JOIN link loan.account -> ON loan.account_id = account.account_id | JOIN link disp.account -> ON disp.account_id = account.account_id | JOIN link disp.client -> ON disp.client_id = client.client_id | MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM client.birth_date -> client.birth_date (no-op: concept name equals raw column) | DIM client.client_id -> client.client_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_date -> loan.date | DIM client.gender -> client.gender (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
CR56,challenging,client_profile,4,gpt-4o,False,,,"SELECT 
    client.gender,
    CASE 
        WHEN (strftime('%Y', loan.loan_date) - strftime('%Y', client.birth_date)) < 40 THEN 'under 40'
        WHEN (strftime('%Y', loan.loan_date) - strftime('%Y', client.birth_date)) BETWEEN 40 AND 60 THEN '40-60'
        ELSE 'over 60'
    END AS age_group,
    loan.default_rate
FROM 
    client
JOIN disp ON disp.client_link
JOIN account ON disp.account_link
JOIN loan ON loan.account_link
GROUP BY 
    client.gender,
    age_group","SELECT 
    client.gender,
    CASE 
        WHEN (strftime('%Y', loan.date) - strftime('%Y', client.birth_date)) < 40 THEN 'under 40'
        WHEN (strftime('%Y', loan.date) - strftime('%Y', client.birth_date)) BETWEEN 40 AND 60 THEN '40-60'
        ELSE 'over 60'
    END AS age_group,
    CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100
FROM 
    client
JOIN disp ON disp.client_id = client.client_id JOIN account ON disp.account_id = account.account_id JOIN loan ON loan.account_id = account.account_id GROUP BY 
    client.gender,
    age_group","SELECT client.gender, CASE WHEN (CAST(STRFTIME('%Y', loan.date) AS INTEGER) - CAST(STRFTIME('%Y', client.birth_date) AS INTEGER)) < 40 THEN 'under_40' WHEN (CAST(STRFTIME('%Y', loan.date) AS INTEGER) - CAST(STRFTIME('%Y', client.birth_date) AS INTEGER)) <= 60 THEN '40_to_60' ELSE 'over_60' END AS age_group, CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(loan.loan_id) * 100 AS default_rate FROM client JOIN disp ON client.client_id = disp.client_id JOIN loan ON disp.account_id = loan.account_id GROUP BY client.gender, age_group ORDER BY client.gender, age_group","For each gender, calculate the default rate by age group (under 40, 40-60, over 60 at time of loan approval).",2354,14772,"JOIN link disp.client -> ON disp.client_id = client.client_id | JOIN link disp.account -> ON disp.account_id = account.account_id | JOIN link loan.account -> ON loan.account_id = account.account_id | MEASURE loan.default_rate -> CAST(SUM(CASE WHEN loan.status IN ('B','D') THEN 1 ELSE 0 END) AS REAL) / COUNT(*) * 100 | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM client.birth_date -> client.birth_date (no-op: concept name equals raw column) | DIM client.client_id -> client.client_id (no-op: concept name equals raw column) | DIM loan.account_id -> loan.account_id (no-op: concept name equals raw column) | DIM loan.loan_date -> loan.date | DIM client.gender -> client.gender (no-op: concept name equals raw column) | DIM loan.status -> loan.status (no-op: concept name equals raw column)"
CR57,simple,card_risk,0,gpt-4o,True,,,"SELECT COUNT(DISTINCT account.account_id)
FROM account
JOIN disp ON disp.account_link
JOIN card ON disp.card_link
WHERE card.type = 'junior'","SELECT COUNT(DISTINCT account.account_id)
FROM account
JOIN disp ON disp.account_id = account.account_id JOIN card ON card.disp_id = disp.disp_id WHERE card.type = 'junior'",SELECT COUNT(DISTINCT account.account_id) FROM account JOIN disp ON account.account_id = disp.account_id JOIN card ON disp.disp_id = card.disp_id WHERE card.type = 'junior',How many accounts have a junior credit card?,1180,14641,JOIN link disp.account -> ON disp.account_id = account.account_id | JOIN link card.disp -> ON card.disp_id = disp.disp_id | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM disp.disp_id -> disp.disp_id (no-op: concept name equals raw column) | DIM card.type -> card.type (no-op: concept name equals raw column)
CR57,simple,card_risk,1,gpt-4o,True,,,"SELECT COUNT(DISTINCT account.account_id)
FROM account
JOIN disp ON account.disp_link
JOIN card ON disp.card_link
WHERE card.type = 'junior'","SELECT COUNT(DISTINCT account.account_id)
FROM account
JOIN disp ON disp.account_id = account.account_id JOIN card ON card.disp_id = disp.disp_id WHERE card.type = 'junior'",SELECT COUNT(DISTINCT account.account_id) FROM account JOIN disp ON account.account_id = disp.account_id JOIN card ON disp.disp_id = card.disp_id WHERE card.type = 'junior',How many accounts have a junior credit card?,805,14641,JOIN link disp.account -> ON disp.account_id = account.account_id | JOIN link card.disp -> ON card.disp_id = disp.disp_id | DIM account.account_id -> account.account_id (no-op: concept name equals raw column) | DIM disp.disp_id -> disp.disp_id (no-op: concept name equals raw column) | DIM card.type -> card.type (no-op: concept name equals raw column)
